model_type,parameter_size,trial,logrows,proving_time,peak_ram_mb,proof_size_mb
Sigmoid,17000,1,17,92.591623544693,3.941157341003418,4.822747230529785
Sigmoid,17000,2,17,92.27648687362671,3.941157341003418,4.822991371154785
Sigmoid,17000,3,17,93.05838227272034,3.941157341003418,4.823317527770996
Sigmoid,17000,4,17,93.65510511398315,3.941157341003418,4.82310676574707
Sigmoid,17000,5,17,93.15883469581604,3.941157341003418,4.822357177734375
Sigmoid,17500,1,17,93.07837724685669,4.056551933288574,4.962916374206543
Sigmoid,17500,2,17,94.49266529083252,4.056551933288574,4.963223457336426
Sigmoid,17500,3,17,91.33301615715027,4.056551933288574,4.9633636474609375
Sigmoid,17500,4,17,91.1429295539856,4.056551933288574,4.963160514831543
Sigmoid,17500,5,17,89.6253821849823,4.056551933288574,4.96356201171875
Sigmoid,18000,1,17,89.99948835372925,4.1719465255737305,5.1035308837890625
Sigmoid,18000,2,17,89.63197684288025,4.1719465255737305,5.103320121765137
Sigmoid,18000,3,17,90.73799276351929,4.1719465255737305,5.103670120239258
Sigmoid,18000,4,17,91.53706908226013,4.1719465255737305,5.103367805480957
Sigmoid,18000,5,17,91.23673057556152,4.1719465255737305,5.103656768798828
Sigmoid,18500,1,17,91.71783447265625,4.287341117858887,5.244366645812988
Sigmoid,18500,2,17,90.82221269607544,4.287341117858887,5.244569778442383
Sigmoid,18500,3,17,91.14416170120239,4.287341117858887,5.243718147277832
Sigmoid,18500,4,17,90.91250014305115,4.287341117858887,5.244311332702637
Sigmoid,18500,5,17,91.21079444885254,4.287341117858887,5.244029998779297
Sigmoid,19000,1,17,92.01831436157227,4.402735710144043,5.384494781494141
Sigmoid,19000,2,17,92.17211818695068,4.402735710144043,5.384544372558594
Sigmoid,19000,3,17,93.67646813392639,4.402735710144043,5.384627342224121
Sigmoid,19000,4,17,93.43364691734314,4.402735710144043,5.384923934936523
Sigmoid,19000,5,17,93.69542837142944,4.402735710144043,5.384089469909668
Sigmoid,19500,1,17,93.56189918518066,4.518130302429199,5.525442123413086
Sigmoid,19500,2,17,94.14167428016663,4.518130302429199,5.524928092956543
Sigmoid,19500,3,17,93.78980112075806,4.518130302429199,5.525151252746582
Sigmoid,19500,4,17,93.68253660202026,4.518130302429199,5.525053024291992
Sigmoid,19500,5,17,93.51041531562805,4.518130302429199,5.525094985961914
Sigmoid,20000,1,17,83.96209907531738,4.6335248947143555,5.665277481079102
Sigmoid,20000,2,17,82.65422439575195,4.6335248947143555,5.665623664855957
Sigmoid,20000,3,17,83.34747672080994,4.6335248947143555,5.665741920471191
Sigmoid,20000,4,17,83.25268363952637,4.6335248947143555,5.665743827819824
Sigmoid,20000,5,17,89.66733527183533,4.6335248947143555,5.665922164916992
Conv2D,4,1,17,27.12458848953247,0.21280956268310547,0.26844215393066406
Conv2D,4,2,17,29.113223552703857,0.21280956268310547,0.2684926986694336
Conv2D,4,3,17,30.267250537872314,0.21280956268310547,0.2685537338256836
Conv2D,4,4,17,30.215760469436646,0.21280956268310547,0.26846885681152344
Conv2D,4,5,17,30.214200258255005,0.21280956268310547,0.2684364318847656
Conv2D,8,1,17,30.834901571273804,0.33097362518310547,0.4124765396118164
Conv2D,8,2,17,30.839080572128296,0.33097362518310547,0.4126472473144531
Conv2D,8,3,17,30.85309672355652,0.33097362518310547,0.4126729965209961
Conv2D,8,4,17,30.71121883392334,0.33097362518310547,0.41244983673095703
Conv2D,8,5,17,30.86971092224121,0.33097362518310547,0.4125862121582031
Conv2D,12,1,17,52.82045078277588,0.45347118377685547,0.568364143371582
Conv2D,12,2,17,52.643568992614746,0.45347118377685547,0.5685110092163086
Conv2D,12,3,17,52.786712646484375,0.45347118377685547,0.5685768127441406
Conv2D,12,4,17,52.685667753219604,0.45347118377685547,0.5685920715332031
Conv2D,12,5,17,52.21767044067383,0.45347118377685547,0.5685958862304688
Conv2D,16,1,17,51.91456484794617,0.5716352462768555,0.7126197814941406
Conv2D,16,2,17,52.266258239746094,0.5716352462768555,0.7126598358154297
Conv2D,16,3,17,52.193355321884155,0.5716352462768555,0.7125387191772461
Conv2D,16,4,17,51.66278529167175,0.5716352462768555,0.7124576568603516
Conv2D,16,5,17,52.05963206291199,0.5716352462768555,0.712702751159668
Conv2D,20,1,17,54.551870584487915,0.6897993087768555,0.8564424514770508
Conv2D,20,2,17,53.6226966381073,0.6897993087768555,0.8568019866943359
Conv2D,20,3,17,53.89304184913635,0.6897993087768555,0.8567304611206055
Conv2D,20,4,17,53.668741941452026,0.6897993087768555,0.8569698333740234
Conv2D,20,5,17,53.79886317253113,0.6897993087768555,0.856658935546875
Conv2D,24,1,17,75.66783857345581,0.8122968673706055,1.012451171875
Conv2D,24,2,17,76.0004768371582,0.8122968673706055,1.012969970703125
Conv2D,24,3,17,75.74946856498718,0.8122968673706055,1.0125226974487305
Conv2D,24,4,17,75.12885928153992,0.8122968673706055,1.0125141143798828
Conv2D,24,5,17,75.53641366958618,0.8122968673706055,1.0125846862792969
Conv2D,28,1,17,76.33169889450073,0.9304609298706055,1.1563568115234375
Conv2D,28,2,17,76.33659434318542,0.9304609298706055,1.1567134857177734
Conv2D,28,3,17,76.42892074584961,0.9304609298706055,1.156611442565918
Conv2D,28,4,17,76.29901027679443,0.9304609298706055,1.1565427780151367
Conv2D,28,5,17,76.2807195186615,0.9304609298706055,1.1564264297485352
Conv2D,32,1,17,99.43511033058167,1.0530195236206055,1.3125829696655273
Conv2D,32,2,17,99.1404378414154,1.0530195236206055,1.31280517578125
Conv2D,32,3,17,99.19461727142334,1.0530195236206055,1.3126707077026367
Conv2D,32,4,17,98.49280786514282,1.0530195236206055,1.3128643035888672
Conv2D,32,5,17,100.58284950256348,1.0530195236206055,1.312880516052246
Conv2D,36,1,17,101.63361549377441,1.1711835861206055,1.4571762084960938
Conv2D,36,2,17,101.66339826583862,1.1711835861206055,1.4566373825073242
Conv2D,36,3,17,101.34641242027283,1.1711835861206055,1.4567327499389648
Conv2D,36,4,17,100.7243230342865,1.1711835861206055,1.4565372467041016
Conv2D,36,5,17,101.43788075447083,1.1711835861206055,1.456913948059082
Conv2D,40,1,17,101.88023662567139,1.2893476486206055,1.6009025573730469
Conv2D,40,2,17,101.75039076805115,1.2893476486206055,1.6011343002319336
Conv2D,40,3,17,96.35682606697083,1.2893476486206055,1.600968360900879
Conv2D,40,4,17,89.38041257858276,1.2893476486206055,1.6008234024047852
Conv2D,40,5,17,90.22261047363281,1.2893476486206055,1.6010303497314453
Conv2D,44,1,17,111.05120325088501,1.4118452072143555,1.7568159103393555
Conv2D,44,2,17,114.4406328201294,1.4118452072143555,1.7564592361450195
Conv2D,44,3,17,120.21487474441528,1.4118452072143555,1.7562742233276367
Conv2D,44,4,17,123.68540835380554,1.4118452072143555,1.7570676803588867
Conv2D,44,5,17,122.85907912254333,1.4118452072143555,1.7566251754760742
Conv2D,48,1,17,123.77734160423279,1.5300092697143555,1.9006195068359375
Conv2D,48,2,17,123.31587624549866,1.5300092697143555,1.9010229110717773
Conv2D,48,3,17,123.35191798210144,1.5300092697143555,1.9006681442260742
Conv2D,48,4,17,125.18195819854736,1.5300092697143555,1.900893211364746
Conv2D,48,5,17,123.75231623649597,1.5300092697143555,1.9010868072509766
Conv2D,52,1,17,124.68059086799622,1.6481733322143555,2.044981002807617
Conv2D,52,2,17,125.63800287246704,1.6481733322143555,2.04518985748291
Conv2D,52,3,17,136.67584466934204,1.6481733322143555,2.0447731018066406
Conv2D,52,4,17,124.17234945297241,1.6481733322143555,2.045151710510254
Conv2D,52,5,17,123.78924298286438,1.6481733322143555,2.045013427734375
Conv2D,56,1,17,147.2741117477417,1.7706708908081055,2.2008190155029297
Conv2D,56,2,17,147.04020404815674,1.7706708908081055,2.200885772705078
Conv2D,56,3,17,145.6401708126068,1.7706708908081055,2.2006959915161133
Conv2D,56,4,17,146.92227292060852,1.7706708908081055,2.2005815505981445
Conv2D,56,5,17,149.07636380195618,1.7706708908081055,2.201223373413086
Conv2D,60,1,17,150.55152082443237,1.8888349533081055,2.3446826934814453
Conv2D,60,2,17,151.08254957199097,1.8888349533081055,2.344895362854004
Conv2D,60,3,17,150.74131989479065,1.8888349533081055,2.3447608947753906
Conv2D,60,4,17,151.7092034816742,1.8888349533081055,2.344862937927246
Conv2D,60,5,17,142.7931399345398,1.8888349533081055,2.3445472717285156
Conv2D,64,1,17,153.0413134098053,2.0113935470581055,2.500324249267578
Conv2D,64,2,17,153.8180410861969,2.0113935470581055,2.500727653503418
Conv2D,64,3,17,175.3498570919037,2.0113935470581055,2.500868797302246
Conv2D,64,4,17,174.12458968162537,2.0113935470581055,2.5004653930664062
Conv2D,64,5,17,173.33326840400696,2.0113935470581055,2.5002784729003906
MiniCNN,8,1,17,62.32583022117615,0.09763050079345703,0.13091564178466797
MiniCNN,8,2,17,62.835766315460205,0.09763050079345703,0.13085556030273438
MiniCNN,8,3,17,62.27283239364624,0.09763050079345703,0.13090991973876953
MiniCNN,8,4,17,62.169527769088745,0.09763050079345703,0.1309976577758789
MiniCNN,8,5,17,62.233240365982056,0.09763050079345703,0.13095378875732422
MiniCNN,16,1,17,108.83700275421143,0.10287952423095703,0.14549732208251953
MiniCNN,16,2,17,108.98483371734619,0.10287952423095703,0.1455230712890625
MiniCNN,16,3,17,108.7518470287323,0.10287952423095703,0.14540863037109375
MiniCNN,16,4,17,108.87005567550659,0.10287952423095703,0.14535140991210938
MiniCNN,16,5,17,108.89170336723328,0.10287952423095703,0.14553260803222656
MiniCNN,24,1,17,152.52049112319946,0.10782337188720703,0.1590566635131836
MiniCNN,24,2,17,152.99878883361816,0.10782337188720703,0.15913772583007812
MiniCNN,24,3,17,153.16926908493042,0.10782337188720703,0.1590595245361328
MiniCNN,24,4,17,153.90014457702637,0.10782337188720703,0.15909290313720703
MiniCNN,24,5,17,153.8915193080902,0.10782337188720703,0.15902423858642578
MiniCNN,32,1,17,200.5411195755005,0.11307239532470703,0.17375946044921875
MiniCNN,32,2,17,207.22358322143555,0.11307239532470703,0.17365169525146484
MiniCNN,32,3,17,218.5610797405243,0.11307239532470703,0.17363548278808594
MiniCNN,32,4,17,222.3387689590454,0.11307239532470703,0.17357349395751953
MiniCNN,32,5,17,219.08617115020752,0.11307239532470703,0.1736917495727539
MiniCNN,40,1,17,254.58239030838013,0.11807727813720703,0.18729591369628906
MiniCNN,40,2,17,249.3032078742981,0.11807727813720703,0.18732643127441406
MiniCNN,40,3,17,257.8711185455322,0.11807727813720703,0.18712234497070312
MiniCNN,40,4,17,246.36198353767395,0.11807727813720703,0.1873493194580078
MiniCNN,40,5,17,245.18651175498962,0.11807727813720703,0.18726539611816406
MiniCNN,48,1,17,293.53864789009094,0.12332630157470703,0.2016916275024414
MiniCNN,48,2,17,295.3529133796692,0.12332630157470703,0.20200157165527344
MiniCNN,48,3,17,295.1453447341919,0.12332630157470703,0.20207881927490234
MiniCNN,48,4,17,296.6204798221588,0.12332630157470703,0.20179271697998047
MiniCNN,48,5,17,294.2846279144287,0.12332630157470703,0.2019367218017578
MiniCNN,56,1,17,339.49370431900024,0.12827014923095703,0.21529769897460938
MiniCNN,56,2,17,339.5415298938751,0.12827014923095703,0.2150869369506836
MiniCNN,56,3,17,339.07085633277893,0.12827014923095703,0.21534442901611328
MiniCNN,56,4,17,338.57179951667786,0.12827014923095703,0.21537017822265625
MiniCNN,56,5,17,340.13871669769287,0.12827014923095703,0.2151803970336914
MiniCNN,64,1,17,395.99088430404663,0.13358783721923828,0.22962093353271484
MiniCNN,64,2,17,396.51051115989685,0.13351917266845703,0.22970104217529297
MiniCNN,64,3,17,397.4380679130554,0.13351917266845703,0.22946929931640625
MiniCNN,64,4,17,395.4757149219513,0.13351917266845703,0.22948455810546875
MiniCNN,64,5,17,399.0188753604889,0.13351917266845703,0.2295055389404297
